bus_id,route,bus_type,depot,date,capacity,passengers,occupancy_rate,distance_km,fare_per_passenger,revenue,fuel_consumed_liters,month,day_of_week,trip_time,hour,peak_hour,weekend,holiday,event_flag,weather_condition,bus_stop,next_bus_arrival_min,bus_frequency_min,current_onboard,waiting_crowd,boarding_count,alighting_count,vision_waiting_count,vision_boarding_count,passengers_after_stop,occupancy_after_stop,future_passengers,future_occupancy_rate,crowd_level,future_crowd_level,waiting_pressure_pct,available_seats_before_boarding
AP0496,Hyderabad-Visakhapatnam,Express,Tirupati,2024-03-28,59,59,100.0,608.87,400.9,23653.36,145.18,March,Thursday,15:10,15,0,0,0,0,Clear,Railway Station Stop,8,30,59,17,0,0,17,0,59,100.0,58,98.31,HIGH,HIGH,28.81,0
AP0497,Hyderabad-Vijayawada,Super Luxury,Nellore,2024-04-15,53,33,62.34,260.72,632.62,20876.44,65.86,April,Monday,13:45,13,0,0,0,0,Clear,Market Stop,18,15,33,2,2,4,2,2,31,58.49,32,60.38,LOW,MODERATE,3.77,20
AP0498,Kurnool-Hyderabad,Express,Vijayawada,2024-10-31,63,51,81.77,440.16,490.04,24992.03,75.23,October,Thursday,16:50,16,0,0,0,0,Clear,City Center Stop,5,30,51,2,2,5,2,2,48,76.19,53,84.13,MODERATE,HIGH,3.17,12
AP0499,Hyderabad-Visakhapatnam,Volvo AC,Kurnool,2024-10-24,49,32,67.13,609.45,468.68,14997.61,145.01,October,Thursday,13:00,13,0,0,0,0,Clear,City Center Stop,22,5,32,0,0,5,0,0,27,55.1,36,73.47,LOW,MODERATE,0.0,17
AP0500,Nellore-Chennai,Ordinary,Guntur,2024-12-28,63,54,86.22,457.29,349.1,18851.17,96.06,December,Saturday,14:55,14,0,1,0,0,Clear,Central Bus Station,26,30,54,17,8,3,17,8,59,93.65,53,84.13,HIGH,HIGH,26.98,9
AP0501,Anantapur-Bangalore,Ordinary,Vijayawada,2024-12-17,55,19,35.31,318.32,279.37,5308.1,71.02,December,Tuesday,18:40,18,1,0,0,0,Cloudy,City Center Stop,5,10,19,24,7,7,24,7,19,34.55,24,43.64,LOW,LOW,43.64,36
AP0502,Rajahmundry-Hyderabad,Express,Tirupati,2024-06-07,63,46,73.57,221.95,552.94,25435.09,47.72,June,Friday,21:05,21,0,0,0,0,Clear,Main Road Stop,16,5,46,17,12,2,17,12,56,88.89,60,95.24,HIGH,HIGH,26.98,17
AP0503,Rajahmundry-Hyderabad,Semi-Sleeper,Vijayawada,2024-05-07,55,55,100.0,183.14,379.78,20887.65,34.25,May,Tuesday,21:45,21,0,0,0,0,Rainy,Main Road Stop,21,20,55,10,2,3,10,2,54,98.18,47,85.45,HIGH,HIGH,18.18,0
AP0504,Kakinada-Vijayawada,Volvo AC,Kurnool,2024-12-21,53,24,45.34,540.16,888.26,21318.27,115.03,December,Saturday,14:05,14,0,1,0,0,Clear,Railway Station Stop,4,10,24,9,9,3,9,9,30,56.6,31,58.49,LOW,LOW,16.98,29
AP0505,Nellore-Chennai,Ordinary,Hyderabad,2024-05-28,59,48,82.04,261.89,279.9,13435.27,66.64,May,Tuesday,14:00,14,0,0,0,0,Clear,Central Bus Station,13,10,48,11,5,0,11,5,53,89.83,52,88.14,HIGH,HIGH,18.64,11
AP0506,Nellore-Chennai,Super Luxury,Kurnool,2024-07-17,45,26,58.58,416.54,515.34,13398.93,68.82,July,Wednesday,19:05,19,1,0,0,0,Clear,Market Stop,10,20,26,29,9,6,29,9,29,64.44,30,66.67,MODERATE,MODERATE,64.44,19
AP0507,Ongole-Hyderabad,Volvo AC,Hyderabad,2024-11-30,57,45,79.31,438.14,647.96,29158.29,86.3,November,Saturday,12:25,12,0,1,0,0,Clear,Main Road Stop,4,10,45,22,6,6,22,6,45,78.95,46,80.7,MODERATE,HIGH,38.6,12
AP0508,Anantapur-Bangalore,Ordinary,Guntur,2024-04-04,63,54,87.11,483.22,176.7,9541.7,103.22,April,Thursday,20:35,20,0,0,0,0,Clear,Market Stop,25,20,54,17,5,5,17,5,54,85.71,48,76.19,HIGH,MODERATE,26.98,9
AP0509,Guntur-Hyderabad,Express,Guntur,2024-02-23,63,24,38.88,343.45,356.36,8552.74,72.12,February,Friday,14:20,14,0,0,0,1,Clear,College Road Stop,15,5,24,19,12,5,19,12,31,49.21,35,55.56,LOW,LOW,30.16,39
AP0510,Kakinada-Vijayawada,Super Luxury,Tirupati,2024-07-12,49,32,66.76,151.27,791.54,25329.43,35.23,July,Friday,09:05,9,1,0,0,0,Cloudy,City Center Stop,24,5,32,28,14,8,28,14,38,77.55,41,83.67,MODERATE,HIGH,57.14,17
AP0511,Kadapa-Hyderabad,Volvo AC,Kurnool,2024-12-29,49,42,86.79,258.31,1131.64,47528.94,54.25,December,Sunday,08:10,8,1,1,1,0,Clear,Main Road Stop,19,10,42,22,7,3,22,7,46,93.88,42,85.71,HIGH,HIGH,44.9,7
AP0512,Chittoor-Bangalore,Volvo AC,Guntur,2024-06-21,57,27,47.51,526.12,956.16,25816.4,116.92,June,Friday,20:50,20,0,0,0,0,Clear,Railway Station Stop,27,20,27,10,9,2,10,9,34,59.65,35,61.4,LOW,MODERATE,17.54,30
AP0513,Anantapur-Bangalore,Sleeper,Guntur,2024-07-18,40,15,39.7,276.06,1075.49,16132.33,70.38,July,Thursday,07:55,7,1,0,0,0,Hot,Market Stop,30,10,15,19,8,4,19,8,19,47.5,20,50.0,LOW,LOW,47.5,25
AP0514,Kakinada-Vijayawada,Express,Visakhapatnam,2024-09-23,55,25,47.16,369.61,655.47,16386.72,97.87,September,Monday,12:45,12,0,0,0,0,Clear,Market Stop,19,5,25,6,6,2,6,6,29,52.73,31,56.36,LOW,LOW,10.91,30
AP0515,Kakinada-Vijayawada,Express,Visakhapatnam,2024-08-17,63,47,75.13,240.78,404.06,18990.81,46.59,August,Saturday,12:05,12,0,1,0,0,Cloudy,Railway Station Stop,12,20,47,11,2,4,11,2,45,71.43,45,71.43,MODERATE,MODERATE,17.46,16
AP0516,Hyderabad-Vijayawada,Express,Tirupati,2024-06-02,63,52,83.61,267.21,558.98,29067.16,42.88,June,Sunday,10:45,10,0,1,0,0,Clear,City Center Stop,14,15,52,5,5,4,5,5,53,84.13,57,90.48,HIGH,HIGH,7.94,11
AP0517,Guntur-Hyderabad,Semi-Sleeper,Tirupati,2024-09-25,59,42,71.36,382.03,306.49,12872.43,82.33,September,Wednesday,12:40,12,0,0,0,0,Clear,Market Stop,26,15,42,18,6,4,18,6,44,74.58,52,88.14,MODERATE,HIGH,30.51,17
AP0518,Rajahmundry-Hyderabad,Sleeper,Kurnool,2024-08-02,44,34,77.8,124.38,812.83,27636.22,34.96,August,Friday,18:30,18,1,0,1,0,Clear,Central Bus Station,14,10,34,27,1,3,27,1,32,72.73,36,81.82,MODERATE,HIGH,61.36,10
AP0519,Kadapa-Hyderabad,Express,Tirupati,2024-06-12,55,49,89.15,331.86,217.31,10648.05,80.85,June,Wednesday,05:05,5,0,0,0,0,Clear,City Center Stop,17,5,49,21,7,3,21,7,53,96.36,52,94.55,HIGH,HIGH,38.18,6
AP0520,Ongole-Hyderabad,Semi-Sleeper,Visakhapatnam,2024-08-04,55,35,64.71,336.37,100.0,3500.0,62.89,August,Sunday,20:55,20,0,1,0,0,Cloudy,City Center Stop,8,5,35,2,2,6,2,2,31,56.36,36,65.45,LOW,MODERATE,3.64,20
AP0521,Hyderabad-Tirupati,Semi-Sleeper,Vijayawada,2024-03-27,59,57,97.22,536.85,371.07,21150.85,115.65,March,Wednesday,20:25,20,0,0,0,0,Clear,Main Road Stop,30,20,57,23,5,3,23,5,59,100.0,54,91.53,HIGH,HIGH,38.98,2
AP0522,Rajahmundry-Hyderabad,Express,Nellore,2024-11-01,55,42,76.97,293.03,440.05,18482.02,75.39,November,Friday,13:00,13,0,0,0,0,Clear,Railway Station Stop,21,5,42,3,3,6,3,3,39,70.91,39,70.91,MODERATE,MODERATE,5.45,13
AP0523,Guntur-Hyderabad,Super Luxury,Tirupati,2024-08-05,49,33,67.45,360.85,474.21,15648.96,86.62,August,Monday,10:10,10,0,0,1,0,Clear,City Center Stop,12,10,33,9,9,3,9,9,39,79.59,38,77.55,MODERATE,MODERATE,18.37,16
AP0524,Vijayawada-Visakhapatnam,Ordinary,Nellore,2024-10-18,63,41,65.1,317.06,329.67,13516.46,77.54,October,Friday,15:20,15,0,0,0,0,Hot,Railway Station Stop,19,30,41,8,8,2,8,8,47,74.6,54,85.71,MODERATE,HIGH,12.7,22
AP0525,Hyderabad-Visakhapatnam,Volvo AC,Visakhapatnam,2024-01-16,49,49,100.0,578.46,976.14,47831.0,149.95,January,Tuesday,09:00,9,1,0,0,0,Rainy,Market Stop,14,10,49,30,2,2,30,2,49,100.0,47,95.92,HIGH,HIGH,61.22,0
AP0526,Hyderabad-Tirupati,Super Luxury,Visakhapatnam,2024-06-06,53,27,51.86,580.06,806.1,21764.79,122.02,June,Thursday,13:15,13,0,0,0,0,Hot,City Center Stop,7,20,27,13,3,4,13,3,26,49.06,27,50.94,LOW,LOW,24.53,26
AP0527,Guntur-Hyderabad,Super Luxury,Vijayawada,2024-09-09,49,39,81.5,253.48,764.27,29806.69,63.2,September,Monday,22:25,22,0,0,0,0,Cloudy,College Road Stop,27,10,39,11,6,5,11,6,40,81.63,35,71.43,HIGH,MODERATE,22.45,10
AP0528,Hyderabad-Vijayawada,Express,Vijayawada,2024-09-02,63,23,37.02,282.93,443.6,10202.74,51.21,September,Monday,22:55,22,0,0,0,0,Cloudy,Railway Station Stop,27,30,23,7,7,2,7,7,28,44.44,28,44.44,LOW,LOW,11.11,40
AP0529,Vijayawada-Tirupati,Volvo AC,Nellore,2024-06-20,49,14,30.54,549.16,872.1,12209.44,143.22,June,Thursday,19:05,19,1,0,0,0,Clear,Central Bus Station,26,30,14,12,8,4,12,8,18,36.73,27,55.1,LOW,LOW,24.49,35
AP0530,Guntur-Hyderabad,Express,Visakhapatnam,2024-04-04,59,32,54.67,320.66,382.26,12232.25,95.99,April,Thursday,12:30,12,0,0,0,0,Hot,Market Stop,13,15,32,19,9,5,19,9,36,61.02,34,57.63,MODERATE,LOW,32.2,27
AP0531,Kakinada-Vijayawada,Super Luxury,Tirupati,2024-06-20,49,21,43.65,375.26,503.94,10582.75,66.92,June,Thursday,17:50,17,1,0,1,0,Clear,College Road Stop,10,20,21,29,8,3,29,8,26,53.06,41,83.67,LOW,HIGH,59.18,28
AP0532,Eluru-Hyderabad,Semi-Sleeper,Vijayawada,2024-06-15,63,59,95.19,406.23,287.32,16952.09,96.96,June,Saturday,18:45,18,1,1,0,1,Clear,Main Road Stop,4,15,59,33,7,3,33,7,63,100.0,54,85.71,HIGH,HIGH,52.38,4
AP0533,Chittoor-Bangalore,Volvo AC,Visakhapatnam,2024-07-15,49,48,98.71,393.41,1020.59,48988.11,81.26,July,Monday,13:55,13,0,0,0,0,Cloudy,Railway Station Stop,23,30,48,14,7,6,14,7,49,100.0,41,83.67,HIGH,HIGH,28.57,1
AP0534,Kakinada-Vijayawada,Sleeper,Visakhapatnam,2024-01-29,44,16,37.18,393.11,825.17,13202.76,98.48,January,Monday,16:10,16,0,0,0,0,Clear,Railway Station Stop,12,10,16,0,0,4,0,0,12,27.27,16,36.36,LOW,LOW,0.0,28
AP0535,Eluru-Hyderabad,Super Luxury,Kurnool,2024-05-01,45,31,70.0,112.36,754.54,23390.62,26.57,May,Wednesday,05:45,5,0,0,0,0,Clear,Central Bus Station,27,30,31,5,5,2,5,5,34,75.56,32,71.11,MODERATE,MODERATE,11.11,14
AP0536,Vijayawada-Visakhapatnam,Volvo AC,Visakhapatnam,2024-11-22,49,47,97.95,404.7,1139.14,53539.8,88.85,November,Friday,11:55,11,0,0,0,0,Clear,Railway Station Stop,27,20,47,15,3,1,15,3,49,100.0,46,93.88,HIGH,HIGH,30.61,2
AP0537,Eluru-Hyderabad,Semi-Sleeper,Vijayawada,2024-07-26,55,30,54.95,153.87,264.02,7920.69,38.01,July,Friday,14:15,14,0,0,0,0,Clear,College Road Stop,6,20,30,10,4,2,10,4,32,58.18,41,74.55,LOW,MODERATE,18.18,25
AP0538,Ongole-Hyderabad,Ordinary,Hyderabad,2024-06-19,59,50,86.17,278.3,301.61,15080.68,80.15,June,Wednesday,10:25,10,0,0,1,1,Rainy,Main Road Stop,28,10,50,20,9,2,20,9,57,96.61,56,94.92,HIGH,HIGH,33.9,9
AP0539,Guntur-Hyderabad,Sleeper,Visakhapatnam,2024-04-20,44,29,67.48,238.65,652.74,18929.54,40.34,April,Saturday,10:30,10,0,1,0,0,Clear,Railway Station Stop,6,30,29,5,5,2,5,5,32,72.73,36,81.82,MODERATE,HIGH,11.36,15
AP0540,Rajahmundry-Hyderabad,Volvo AC,Tirupati,2024-04-03,53,35,67.27,402.9,597.88,20925.81,88.64,April,Wednesday,20:25,20,0,0,0,0,Rainy,College Road Stop,16,20,35,20,8,3,20,8,40,75.47,45,84.91,MODERATE,HIGH,37.74,18
AP0541,Kadapa-Hyderabad,Sleeper,Guntur,2024-03-16,44,39,90.6,317.35,811.73,31657.65,81.43,March,Saturday,22:15,22,0,1,0,0,Clear,Central Bus Station,16,30,39,15,6,1,15,6,44,100.0,39,88.64,HIGH,HIGH,34.09,5
AP0542,Eluru-Hyderabad,Sleeper,Vijayawada,2024-08-03,44,41,94.06,354.52,963.96,39522.44,78.07,August,Saturday,15:55,15,0,1,0,0,Rainy,Railway Station Stop,29,30,41,17,4,1,17,4,44,100.0,39,88.64,HIGH,HIGH,38.64,3
AP0543,Rajahmundry-Hyderabad,Ordinary,Visakhapatnam,2024-08-07,59,57,96.67,403.06,304.13,17335.51,98.72,August,Wednesday,20:55,20,0,0,0,0,Clear,Main Road Stop,21,5,57,8,6,4,8,6,59,100.0,52,88.14,HIGH,HIGH,13.56,2
AP0544,Chittoor-Bangalore,Volvo AC,Visakhapatnam,2024-06-16,49,9,20.0,380.61,878.37,7905.32,74.23,June,Sunday,22:20,22,0,1,0,0,Hot,Market Stop,27,30,9,13,6,1,13,6,14,28.57,21,42.86,LOW,LOW,26.53,40
AP0545,Guntur-Hyderabad,Sleeper,Kurnool,2024-08-23,44,33,75.09,249.89,728.31,24034.12,58.48,August,Friday,10:45,10,0,0,0,0,Clear,Railway Station Stop,19,30,33,4,4,2,4,4,35,79.55,42,95.45,MODERATE,HIGH,9.09,11
AP0546,Kurnool-Hyderabad,Semi-Sleeper,Guntur,2024-03-04,55,39,72.24,291.82,166.76,6503.78,81.95,March,Monday,13:20,13,0,0,1,0,Clear,Central Bus Station,26,10,39,15,8,8,15,8,39,70.91,31,56.36,MODERATE,LOW,27.27,16
AP0547,Kurnool-Hyderabad,Super Luxury,Visakhapatnam,2024-11-08,53,31,59.23,225.45,325.25,10082.68,57.57,November,Friday,13:45,13,0,0,0,0,Clear,Central Bus Station,26,30,31,0,0,3,0,0,28,52.83,34,64.15,LOW,MODERATE,0.0,22
AP0548,Kurnool-Hyderabad,Super Luxury,Guntur,2024-05-13,53,45,85.74,383.09,519.49,23377.12,67.67,May,Monday,08:35,8,1,0,0,0,Clear,Market Stop,27,15,45,11,7,4,11,7,48,90.57,50,94.34,HIGH,HIGH,20.75,8
AP0549,Anantapur-Bangalore,Ordinary,Guntur,2024-06-25,59,39,66.26,240.19,360.12,14044.67,53.01,June,Tuesday,19:25,19,1,0,0,0,Clear,City Center Stop,14,10,39,18,5,2,18,5,42,71.19,41,69.49,MODERATE,MODERATE,30.51,20
AP0550,Kurnool-Hyderabad,Volvo AC,Guntur,2024-09-05,53,44,83.52,349.83,614.33,27030.33,81.02,September,Thursday,13:05,13,0,0,0,0,Cloudy,Central Bus Station,13,10,44,26,12,5,26,12,51,96.23,49,92.45,HIGH,HIGH,49.06,9
AP0551,Kadapa-Hyderabad,Semi-Sleeper,Kurnool,2024-05-31,63,43,69.6,338.69,255.13,10970.73,97.87,May,Friday,14:35,14,0,0,0,0,Hot,College Road Stop,30,10,43,1,1,7,1,1,37,58.73,44,69.84,LOW,MODERATE,1.59,20
AP0552,Hyderabad-Tirupati,Express,Hyderabad,2024-05-05,63,44,70.07,549.05,311.06,13686.43,120.94,May,Sunday,10:15,10,0,1,1,0,Cloudy,Central Bus Station,24,5,44,9,9,2,9,9,51,80.95,57,90.48,HIGH,HIGH,14.29,19
AP0553,Anantapur-Bangalore,Express,Hyderabad,2024-11-24,63,19,30.46,505.88,501.96,9537.22,121.93,November,Sunday,11:10,11,0,1,0,0,Clear,Market Stop,28,20,19,13,8,3,13,8,24,38.1,29,46.03,LOW,LOW,20.63,44
AP0554,Hyderabad-Vijayawada,Express,Visakhapatnam,2024-02-14,63,43,68.95,258.19,361.65,15551.12,89.49,February,Wednesday,21:10,21,0,0,0,0,Clear,Market Stop,19,20,43,23,10,6,23,10,47,74.6,52,82.54,MODERATE,HIGH,36.51,20
AP0555,Guntur-Hyderabad,Sleeper,Vijayawada,2024-03-28,40,25,62.84,201.09,800.84,20021.07,43.95,March,Thursday,07:55,7,1,0,0,0,Rainy,Market Stop,29,20,25,23,10,1,23,10,34,85.0,34,85.0,HIGH,HIGH,57.5,15
AP0556,Vijayawada-Visakhapatnam,Sleeper,Hyderabad,2024-07-27,36,32,89.6,238.74,413.99,13247.66,64.95,July,Saturday,11:05,11,0,1,0,0,Rainy,Central Bus Station,23,15,32,18,6,8,18,6,30,83.33,31,86.11,HIGH,HIGH,50.0,4
AP0557,Eluru-Hyderabad,Super Luxury,Hyderabad,2024-01-13,53,47,89.99,475.92,583.9,27443.15,87.85,January,Saturday,12:45,12,0,1,0,0,Clear,College Road Stop,23,10,47,10,9,4,10,9,52,98.11,53,100.0,HIGH,HIGH,18.87,6
AP0558,Vijayawada-Visakhapatnam,Express,Guntur,2024-04-08,63,50,80.14,322.34,302.66,15133.11,66.31,April,Monday,14:50,14,0,0,0,0,Hot,Main Road Stop,7,20,50,9,9,7,9,9,52,82.54,55,87.3,HIGH,HIGH,14.29,13
AP0559,Vijayawada-Tirupati,Sleeper,Vijayawada,2024-11-03,36,29,83.01,428.21,700.03,20300.97,110.73,November,Sunday,15:00,15,0,1,0,0,Clear,College Road Stop,18,30,29,12,9,5,12,9,33,91.67,31,86.11,HIGH,HIGH,33.33,7
AP0560,Kurnool-Hyderabad,Express,Kurnool,2024-06-27,63,43,68.77,329.73,265.04,11396.82,84.37,June,Thursday,14:35,14,0,0,1,0,Rainy,Railway Station Stop,23,5,43,14,11,3,14,11,51,80.95,44,69.84,HIGH,MODERATE,22.22,20
AP0561,Vijayawada-Tirupati,Ordinary,Nellore,2024-03-10,55,37,68.34,542.62,242.38,8967.88,148.19,March,Sunday,08:30,8,1,1,0,0,Hot,Railway Station Stop,24,10,37,24,10,3,24,10,44,80.0,43,78.18,HIGH,MODERATE,43.64,18
AP0562,Hyderabad-Tirupati,Express,Visakhapatnam,2024-11-13,55,33,60.78,537.47,589.78,19462.63,159.7,November,Wednesday,11:20,11,0,0,0,0,Cloudy,Main Road Stop,29,30,33,2,2,13,2,2,22,40.0,29,52.73,LOW,LOW,3.64,22
AP0563,Nellore-Chennai,Ordinary,Tirupati,2024-12-23,63,51,81.02,316.09,199.76,10187.83,65.91,December,Monday,20:40,20,0,0,0,0,Clear,Railway Station Stop,12,30,51,17,9,7,17,9,53,84.13,61,96.83,HIGH,HIGH,26.98,12
AP0564,Vijayawada-Visakhapatnam,Semi-Sleeper,Visakhapatnam,2024-08-07,59,36,62.21,320.8,262.36,9444.91,77.55,August,Wednesday,16:20,16,0,0,0,0,Cloudy,City Center Stop,11,30,36,12,10,3,12,10,43,72.88,50,84.75,MODERATE,HIGH,20.34,23
AP0565,Vijayawada-Visakhapatnam,Super Luxury,Vijayawada,2024-01-06,53,32,61.68,390.81,717.02,22944.6,79.1,January,Saturday,16:25,16,0,1,0,0,Clear,City Center Stop,30,5,32,11,10,2,11,10,40,75.47,49,92.45,MODERATE,HIGH,20.75,21
AP0566,Nellore-Chennai,Express,Nellore,2024-01-26,63,48,77.66,572.07,357.05,17138.57,126.93,January,Friday,17:25,17,1,0,0,0,Rainy,City Center Stop,30,15,48,12,4,4,12,4,48,76.19,42,66.67,MODERATE,MODERATE,19.05,15
AP0567,Eluru-Hyderabad,Super Luxury,Kurnool,2024-06-24,49,32,65.77,348.56,748.48,23951.33,79.29,June,Monday,19:45,19,1,0,0,0,Clear,Main Road Stop,8,5,32,14,9,2,14,9,39,79.59,32,65.31,MODERATE,MODERATE,28.57,17
AP0568,Vijayawada-Tirupati,Semi-Sleeper,Nellore,2024-11-07,59,42,71.81,452.95,308.51,12957.44,87.14,November,Thursday,07:35,7,1,0,0,0,Cloudy,Railway Station Stop,13,30,42,27,7,7,27,7,42,71.19,43,72.88,MODERATE,MODERATE,45.76,17
AP0569,Guntur-Hyderabad,Volvo AC,Visakhapatnam,2024-08-17,57,43,76.09,329.63,787.06,33843.68,55.44,August,Saturday,13:20,13,0,1,0,0,Hot,Market Stop,29,15,43,11,7,3,11,7,47,82.46,48,84.21,HIGH,HIGH,19.3,14
AP0570,Kurnool-Hyderabad,Volvo AC,Nellore,2024-06-13,49,34,69.99,227.68,867.78,29504.46,38.88,June,Thursday,14:55,14,0,0,0,0,Clear,City Center Stop,8,10,34,14,12,4,14,12,42,85.71,44,89.8,HIGH,HIGH,28.57,15
AP0571,Rajahmundry-Hyderabad,Super Luxury,Nellore,2024-04-25,53,38,73.3,290.69,817.99,31083.71,61.18,April,Thursday,12:45,12,0,0,0,1,Clear,City Center Stop,24,5,38,12,6,3,12,6,41,77.36,49,92.45,MODERATE,HIGH,22.64,15
AP0572,Ongole-Hyderabad,Sleeper,Guntur,2024-11-30,44,30,70.27,194.75,857.0,25709.86,37.32,November,Saturday,20:55,20,0,1,0,0,Cloudy,City Center Stop,6,20,30,12,4,2,12,4,32,72.73,35,79.55,MODERATE,MODERATE,27.27,14
AP0573,Eluru-Hyderabad,Semi-Sleeper,Visakhapatnam,2024-12-17,63,60,96.79,449.65,335.21,20112.83,114.82,December,Tuesday,14:40,14,0,0,0,0,Clear,Central Bus Station,7,30,60,4,4,4,4,4,60,95.24,56,88.89,HIGH,HIGH,6.35,3
AP0574,Kadapa-Hyderabad,Semi-Sleeper,Tirupati,2024-12-14,59,44,75.59,368.88,283.93,12492.72,116.71,December,Saturday,19:20,19,1,1,0,0,Clear,Main Road Stop,24,30,44,21,4,1,21,4,47,79.66,47,79.66,MODERATE,MODERATE,35.59,15
AP0575,Hyderabad-Visakhapatnam,Express,Kurnool,2024-12-12,55,40,74.39,596.58,348.92,13956.75,135.69,December,Thursday,20:45,20,0,0,0,0,Clear,College Road Stop,20,30,40,14,2,4,14,2,38,69.09,42,76.36,MODERATE,MODERATE,25.45,15
AP0576,Guntur-Hyderabad,Express,Hyderabad,2024-09-01,59,42,72.87,186.2,507.64,21320.83,60.63,September,Sunday,14:15,14,0,1,0,0,Clear,College Road Stop,18,30,42,14,11,3,14,11,50,84.75,53,89.83,HIGH,HIGH,23.73,17
AP0577,Guntur-Hyderabad,Super Luxury,Guntur,2024-05-09,45,40,91.05,307.99,674.53,26981.24,77.9,May,Thursday,21:15,21,0,0,0,0,Cloudy,Market Stop,26,20,40,7,7,2,7,7,45,100.0,45,100.0,HIGH,HIGH,15.56,5
AP0578,Vijayawada-Visakhapatnam,Sleeper,Nellore,2024-01-16,44,11,26.56,302.65,861.39,9475.25,60.0,January,Tuesday,15:25,15,0,0,0,0,Cloudy,Central Bus Station,11,30,11,10,9,2,10,9,18,40.91,24,54.55,LOW,LOW,22.73,33
AP0579,Hyderabad-Tirupati,Ordinary,Guntur,2024-12-07,55,30,54.78,553.22,220.35,6610.6,147.77,December,Saturday,20:55,20,0,1,0,0,Clear,Central Bus Station,17,30,30,15,7,5,15,7,32,58.18,30,54.55,LOW,LOW,27.27,25
AP0580,Guntur-Hyderabad,Semi-Sleeper,Vijayawada,2024-05-11,55,38,70.67,426.17,261.95,9954.24,115.02,May,Saturday,12:30,12,0,1,1,0,Clear,College Road Stop,20,15,38,15,4,3,15,4,39,70.91,35,63.64,MODERATE,MODERATE,27.27,17
AP0581,Vijayawada-Visakhapatnam,Sleeper,Vijayawada,2024-08-15,36,19,55.54,291.41,722.96,13736.19,61.18,August,Thursday,14:20,14,0,0,0,0,Clear,Market Stop,23,20,19,10,4,5,10,4,18,50.0,19,52.78,LOW,LOW,27.78,17
AP0582,Chittoor-Bangalore,Semi-Sleeper,Kurnool,2024-07-07,55,28,51.04,436.99,350.23,9806.37,81.04,July,Sunday,14:25,14,0,1,0,0,Clear,Market Stop,12,30,28,23,7,4,23,7,31,56.36,39,70.91,LOW,MODERATE,41.82,27
AP0583,Kakinada-Vijayawada,Ordinary,Nellore,2024-11-18,59,48,82.42,328.76,306.33,14704.04,57.64,November,Monday,09:15,9,1,0,0,0,Cloudy,College Road Stop,20,5,48,14,4,4,14,4,48,81.36,50,84.75,HIGH,HIGH,23.73,11
AP0584,Kurnool-Hyderabad,Express,Vijayawada,2024-02-21,59,48,82.22,372.58,230.05,11042.41,82.54,February,Wednesday,13:35,13,0,0,0,0,Clear,Central Bus Station,15,20,48,18,9,6,18,9,51,86.44,51,86.44,HIGH,HIGH,30.51,11
AP0585,Hyderabad-Visakhapatnam,Super Luxury,Guntur,2024-07-02,53,50,94.55,616.23,453.7,22684.75,139.91,July,Tuesday,21:20,21,0,0,0,0,Clear,College Road Stop,18,10,50,5,5,6,5,5,49,92.45,45,84.91,HIGH,HIGH,9.43,3
AP0586,Hyderabad-Tirupati,Semi-Sleeper,Tirupati,2024-07-03,63,39,63.15,542.66,164.9,6430.98,156.41,July,Wednesday,16:30,16,0,0,0,0,Hot,Main Road Stop,27,5,39,16,9,5,16,9,43,68.25,38,60.32,MODERATE,MODERATE,25.4,24
AP0587,Kurnool-Hyderabad,Volvo AC,Visakhapatnam,2024-02-11,57,25,44.96,348.41,620.25,15506.16,66.58,February,Sunday,10:20,10,0,1,0,0,Clear,City Center Stop,14,5,25,16,8,1,16,8,32,56.14,42,73.68,LOW,MODERATE,28.07,32
AP0588,Hyderabad-Visakhapatnam,Ordinary,Nellore,2024-07-25,59,35,60.36,589.15,351.49,12302.14,165.39,July,Thursday,12:15,12,0,0,0,0,Cloudy,City Center Stop,21,5,35,9,9,3,9,9,41,69.49,38,64.41,MODERATE,MODERATE,15.25,24
AP0589,Ongole-Hyderabad,Semi-Sleeper,Visakhapatnam,2024-11-16,59,47,79.79,368.11,178.7,8399.02,66.41,November,Saturday,11:55,11,0,1,0,0,Clear,Railway Station Stop,29,30,47,5,5,4,5,5,48,81.36,54,91.53,HIGH,HIGH,8.47,12
AP0590,Hyderabad-Tirupati,Ordinary,Visakhapatnam,2024-03-14,63,51,81.29,589.25,199.05,10151.61,129.37,March,Thursday,06:20,6,0,0,0,0,Clear,Main Road Stop,24,20,51,0,0,3,0,0,48,76.19,50,79.37,MODERATE,MODERATE,0.0,12
AP0591,Anantapur-Bangalore,Ordinary,Hyderabad,2024-03-18,59,59,100.0,211.15,256.97,15161.37,65.58,March,Monday,21:00,21,0,0,0,0,Clear,Main Road Stop,30,5,59,8,6,6,8,6,59,100.0,53,89.83,HIGH,HIGH,13.56,0
AP0592,Kurnool-Hyderabad,Super Luxury,Vijayawada,2024-12-26,45,27,61.53,397.79,523.14,14124.76,74.84,December,Thursday,13:20,13,0,0,0,0,Rainy,Main Road Stop,19,20,27,17,9,0,17,9,36,80.0,33,73.33,HIGH,MODERATE,37.78,18
AP0593,Vijayawada-Visakhapatnam,Ordinary,Kurnool,2024-10-05,63,25,41.12,223.55,230.52,5762.95,72.92,October,Saturday,12:30,12,0,1,0,0,Rainy,City Center Stop,10,20,25,8,1,5,8,1,21,33.33,21,33.33,LOW,LOW,12.7,38
